tweet,ironic
"@elmundoes @RebecaYanke 4 años más de @PPopular y la miseria en las calles,y el dinero de todos llenando los bolsillos de banqueros.#Ironía",1
"#ElMejorPaJugar😁😁 #Sarcasmo 
Pobre #Gato https://t.co/wm5XmVZZwV",1
Ya le gustaría a Pausini cantar cono Paulina Rubio #Ironia,1
"@Joseant2961 @Amador_Rivas Es verdad, tío, están en la Tierra con ese propósito, sí #ironía",1
"@MariadelaEre @begonavillacis @EsperanzAguirre @juancarlosmohr Ah, coño... Ok ok, ¡entonces tiene sentido! #Ironía",1
Fue para @AristotelesSD y #Najera políticamente mas costoso 3 balazos al chofer de @EnriqueAlfaroR que 1200 desaparecidos en Jalisco #ironía,1
"Si alguien te odia sin motivo alguno, dale un motivo a ese hijo de puta. 
#Sarcasmo",1
¿Y si mejor dejamos a TicTacBerryBlahBlah de gober? Jaja @conradoqr #Sarcasmo,0
Tengo una profesora que califica puntualidad pero ella casi siempre estaba tarde #Ironía,0
"Le llama su novio y como llora #ironia
Y dice que se acordaba de el pues yo nunca le e oído decir a Suhaila que tenia novio y que le quería",1
"Hipocresía??? Quevah, eso no existe en la gente de mi instituto xdxd #ironia",1
@LeandroRouillet @ValeriaBeelen lo jugue y su complejidad espantaria hasta el gamer mas experimentado #Mentira #Sarcasmo #ElJuegoMasMierda,1
@martharoldos @marioafrica lo estaba preguntando a @marioafrica  #mariogiro....ministro italiano.....#ironia,1
"Laura albornoz chupa media de la presidenta???  Noooo, para nada...  #Ironía #ParcheAntesDeLaHerida  #Ciudadanos",1
"@Peku14 @PinguinoDeLimon porfavor peku, que rol tan detallado haces jdr, necesitas 10 twits para poner una accion #SARCASMO",1
26/05/13: un título de ensueño que le daba la vuelta al mundo. 26/05/15: el inicio de una posible pesadilla. #Ironía http://t.co/1dJghjiH8w,1
"El único pobre feliz: Mujica... Los demás la pasan duro !! 
#sarcasmo",1
@francomorip Lección: pon un hashtag como #sarcasmo o #broma xq hay gente (como el primer comentarista) que no tienen comprensión lectora.,1
me pueden decir en que parte de México fue????? #Sarcasmo!!!!!!!!!!!!!!!! http://t.co/LjhPIVdJDB,1
ALMT nunca me decepciona #ironia,1
Los puntos rojos no cuentan? #sarcasmo  https://t.co/Sxyuf2Bh8e,1
Faltó #sarcasmo en mi tweet anterior,1
😂Morí put. Daemon me dio risa #libro #libros #book #frases #lol #sarcasmo #daemonblack #obsidian… https://t.co/M3rdC57Z5a,1
Para variar somos el hazme reír del Mundo #sarcasmo dice uno jajajajja  https://t.co/19R9vWJ1ca,1
Viva twitter y su buen funcionamiento! Las notificaciones que son? #Ironia,1
"Che Messi, no era que ... Sos el mejor del mundo? #Sarcasmo",1
Que sea un aguacero #sarcasmo,1
"Que no cunda el pánico, esta bien el Presidente...

Orteman 
#Sarcasmo 
#Mexico 
#Nicaragua 
#Colombia 
#Epn http://t.co/bL95n9667s",1
"@zurita1969 @IndeGranada @DFA2011 es que (casi) todo el mundo va a su bola, menos yo... que voy a la mía #malafollá #ironía",1
@_SraWallace @Ivan_iglesias23 mucho mucho muchisimo #ironia,1
@Martin_Peak si sigues poniendo imágenes de estas te pueden tachar de represor 😂😂😂 pobres que mala es la policía... #ironia,1
"Por admirar a Evita a mi me defenestraban diciéndo que era ""otra lacra peronista""... y acordaron con el espacio de Reutemann #Ironía",1
No me llevara a nada mi #sarcasmo http://t.co/vqZNl3blMz,1
@ManuelFMA jajaja ... #ironía,1
@Yaleherr @DaniPonce1 @GuillerGom @JROM_ARQ @Rayco_Padilla @Rpaezm @EfrainSoca seguro q ls q lucharon x la igualdad se lo agradecen #ironia,1
Al fin un cambio! pasamos de amigos de los masistas por otros amigos de los masistas #sarcasmo #Bolivia #nomejodan  https://t.co/0Sg2X3QFFQ,0
Ay Dios! Salió player el hombre #Sarcasmo 😂,1
"El problema OBVIO son las personas que van a trabajar a EEUU, no quienes viajan en limusinas. Un ""genio"" ese Trump. #Sarcasmo",1
Ven te hago marchar baby #marchasEcuador #nebotAlPais #soldadodenebot #sarcasmo #correa #mashi #fueracorreafuera #leydeherencias,1
"""Los monos son demasiado buenos para que el hombre pueda descender de ellos"" #Nietzsche 
#Ironía #Sarcasmo #Quotes #VerdadesQueDuelen",1
Esto de estar sin antivirus en el pc es cremita :D #Ironía,1
"""Para serte sincero, la verdad no se si es que vivo arrecho porque no tengo novia o no tengo novia porque vivo arrecho"". #poema #ironia",1
no se si comprar seguidores o twittear con hashtags pq los dos son pateticas #chiste #seguimetesigo #followback #ironia #sarcasmo,1
#ironia que seas la ultima en enterarte... #MeDaIgual,1
"@deardarkangel qué fea eres, coño #Sarcasmo",1
Que dice Rajoy que baja IRPF #sarcasmo: La becas universitarias retroceden a la cuantía de hace una década  http://t.co/5O4D4foxnm,1
"Una marca de y para Geeks #geek #camisetas #bogota #colombia #tshirts #sarcasmo 
Visítanos en http://t.co/8tfPAjQXiW http://t.co/zWffyWlNaN",1
Comparto!! 😁✌🏻️ https://t.co/3q9IvIXQxg,1
"La gente no entiende la ironía!! Jaja q se va a hacer...
Uso el sarcasmo pq.matar es ilegal dicen jajaja.... @MatiasMchef 
#Ironía",1
"No come perros calientes por que está en contra del maltrato animal... 
#sarcasmo ¿será bruta?",1
@Candyyyyyyy_ Se me fue poner #Sarcasmo en mi tuit jajaja,1
"Y cuando iba a cantar 
el pobre Pato se desafinó,
cuchi cuchi como le sale
Y n la nota final lo lanzaron al agua
Y se puso a nadar
#Sarcasmo",1
"Eso es lo menos que le importa ella trabaja para destruir al pais , es una buitre adentro  https://t.co/wctqpIfjKW",0
Esos chicos que dicen buscar el amor y cuando aparece un chico bueno dicen algo como: no me gusta porque es morenito/gordito/etc. #ironía,1
"Eres TOP, te doy mi Champions particular!👍👍👍👍👍👍 #Sarcasmo",1
"@Albert_Rivera y la irresponsabilidad de parte del pueblo griego que vota seguir viviendo subsidiado, yo si pudiera también lo haría #ironia",1
Momento incómodo junto a mi #BFF #ConLaMejor #ConLaPrecisa (?) phivjvjvjgy #Ironía 😂😂,1
@NuaEliz @Piery71 @Retwiteadero @dilobienoficial @CarlRamirezA #ironia pretender que todo el mundo este pendejo como yo.,1
Si a usted le gusta el #sarcasmo esta nota le va a interesar... https://t.co/BHawktAQcr,1
"Me voy a comer y luego a currar, ole por mi #ironía 😆",1
"No me hagan caso, nunca. Yo estoy loca. #sarcasmo",1
@Cordo2015 jajajajajaja... tas igual!!! #sarcasmo,1
@arqmona estás en el lugar correcto.#Catarsis #Ironía#sarcasmo#indirectas#TerapiaAlPaso#YAfines...,1
Jajajajajajaja soy.knd https://t.co/DLlLwOqCjs,1
Un día era todo para ti y al siguiente día te preguntas quien soy yo #ironia,1
"Joder, esta tía es la puta ama, la hostia puta,me cago en dios, la jodida crack de la maldita TV. Hostias, joder ya.#ironia #Limite48HorasM4",1
"@Titistriquis se me olvido el hashtag #sarcasmo,  y de seguro ya le avisaron en los anuncios que la cago y la trato de arreglar pero creo no",1
Que no falte el hastag #Ironía para que no te arreste la @policia,1
#GraciasaTodasMisFans q siempre me tienen presente y por esos mensajes   repetitivos y lleno de amor.#SonInindispensablesPara mi #sarcasmo,1
Pronto: #MACHOSAPIENS #NuevaTemporada #StandUpComedy #Sarcasmo #Humor #Mordaz #Realidad #Comedia… https://t.co/fyeSn5S2hR,1
"Razones por las cuales me gusta la VINOTINTO  jaja! &lt;3 
#Sarcasmo http://t.co/8isPVs6ysU",1
Quina sorpresa! #ironia https://t.co/aABOodmwLW,1
"Un brindis por los que tenemos dos vidas, la propia y la que nos inventa la gente. #Sarcasmo",1
#jajaja #gracioso #frases #sarcasmo #humorgrafico #risas #chistoso #gente#mandaralcarajo #carajo by en_serio_pr http://t.co/2llAz6x1Lt,1
Mañana maquetando documentos; tarde haciendo la declaración. ¿Cabe más felicidad en un solo día? #ironia,1
ESOS DIAS CUANDO HASTA TE PEGAS EN LAS DOS RODILLAS Y NO SALE #SARCASMO,1
"Como Raro De Usted Decepcionarme...
#Sarcasmo",1
¿Cómo? Pero si según cierto Conseller del PP todo había quedado reluciente #ironia #RecuperaEivissa :  http://t.co/HkDfD9LOUZ vía @noudiari,1
#sarcasmo puro...pero realidad al fin... http://t.co/4wxviplVY4,1
Estamos tan acostumbradas a los hdp que cuando llega alguien bueno nos da miedo y no sabemos como actuar #Ironía,1
mañana va a haber pelea por quien se autonomina por el equipo mano a mano la pelea entre Vigna y Occhiato jajajaja😂 #SARCASMO,1
#ironia Y estos dos de llevaban a matar #TRIPL3T @LUISENRIQUE21 @TeamMessi @FCBarcelona_es #UCLfinal http://t.co/OpjTay9LW9,1
@MinibettaYT que?! con lo que yo trabajo... #SARCASMO,1
"@juancpedreira - Bno ya que no se salvaron nada las finanzas, me conformaría con que eliminen las tres o cuatro cruditas.  #sarcasmo",1
"Alan, Toledo y Humala son muy dignos y tienen mucha Moral por eso fueron y son presidentes #sarcasmo https://t.co/gYYsEG9FHe",1
"@OscarSeoaneR @AessiDj 
E porque non te pasas o Tech house?
#IRONIA http://t.co/Nw0OSPv1N8",1
"Lo peor de la Copa America el arbitraje, una vergüenza y preocupación #SARCASMO",1
"Escuela de informática  y sin mugre internet... #ironia (at @UPIICSA in Iztacalco, DF) https://t.co/OyU0fxrcLI",1
Niñitos inmaduros que creen que porque llevo mucho tiempo en el columpio se los tengo que prestar. #sarcasmo,1
"*Medio Ambiente.*
#Viñetas #Humor #Crítica #Ironía http://t.co/f095EokWGk",1
@J0HNyRISu @Eike_saeba es que aqui se consume mas COD jejeje por eso no lo ven rentable #ironia,1
"COSAS QUE HACÍA...CUANDO POBRE... :D
http://t.co/unSMDU9EGR #ironia #goodafternoon #creativity #Education",1
"Que complicado se me hizo el crack de los Sims3 #sarcasmo 

@TheSims",1
"""Nunca olvido una cara, pero en tu caso haré una excepción"" #GrouchoMarx
#CitasCitables #citasquenosonmias #FraseDelDia #Ironía #Sarcasmo",1
"Sin twitter, facebook, instagram, wa, internet censurado, y ya han comenzado con el anime...¡Mis ganas de irme a China aumentan! #ironía",1
Seguramente Bulma le enseñó a todos los guerreros qué es la discreción #DragonBallSuper #sarcasmo,1
"No se si comprarme la camiseta de etoo, van der vart, pizarro , joaquin o ronaldhino. #IRONIA",1
"@Eric_El_Rojo @tvn_deportes bah, @tvn también transmite la copa?? #sarcasmo",1
Las oraciones de los hermanitos surtieron efecto y el pastorcito salio libre =/ #Sarcasmo  http://t.co/QdZfSr6zfO,1
Que me ignores😒 #ironia — Eso es lo que te gusta eh? http://t.co/srNndQqnI7,1
Me encanta la gente de mi clase... Son tan majos. #Ironía #QOD #IACM,1
si pudiera cambiar de vida lo haria en un instante..! que #sarcasmo,1
Llega al poder Podemos en Zaragoza  y se empiezan a caer los árboles #ironia http://t.co/mMS0viqLpl,1
Extendieron las primarias del Psuv hasta las 10 pm por este gentío en las colas #SARCASMO http://t.co/tiFIqXf8bB,1
@pablocr Será que seguiremos pidiendo prestado en lugar de mejorar la situación fiscal. Grecia y Puerto Rico lo han hecho #ironia,1
"La #LeyMordaza, la sanció de la UEFA al Barça per les estelades i tot el que está passant a Grecia. #orgulldesereuropeu #ironia #democracia",1
@Le_Conocedor Dios bendiga tus sueños!!! #sarcasmo,1
Significado de ironía: Dibujar árboles sobre papel. #Ironía,1
Yo creo que son puras exageraciones eso de que las mujeres somos complicadas. #Sarcasmo #Mujeres #Hombres,1
HAHAHAHAHA ME LLEGÓ PRIMERO EL PROTECTOR QUE LE HABÍA COMPRADO AL CELULAR QUE EL CELULAR. #IRONÍA,0
@zinfederico Cómo??No era culpa de Magnetto?? :O   #Ironia,1
"A la gente le encanta viajar pero yo llevo 2 dias viajando non stop y todavía no pude ducharme, a qué mola viajar #sarcasmo",1
Cuando fue q mis domingos cambiaron tanto #ironía #weekend,1
"#ironía ""los hombres que olvidan sus orígenes, están obligados a repetir sus tragedias"" Marco Tulio Cicerón .

Entonces...

Democracia....",1
@fred_SSC #sarcasmo ya esta cogido? #berenjena,1
Puto Zubi q no fichó a Cuadrado y si a Mathieu...  https://t.co/CXu8eXR3qN #Ironia,1
"Yo lo llamo #LibertadDeExpresión ah, no, espera... #Ironía",1
A dormí con el fresquito que corre por mi cuarto. #Ironía,1
AL PSUV NO LE CUADRAN LAS CUENTAS PERO QUE LE QUITEN A LOS 10 MILLONES QUE LE LLEVARON AL PRESIDENTE OBAMA  https://t.co/jcvc4qTAdL,1
🎧🎶 Escuchando a @luissilvatwitt #Ironia #ComoNoVoyADecir #EsDiferente 😍😘👏👌 #JoropoRomantico,1
"@julia_otero @_anapastor_ @bravoinfo @ZaidaCantera @lozanoirene Que saque todo, a ver qué malas son. #Sarcasmo",1
Parece q ministra @ginaparody no se ha pronunciado sobre situación de @PROCURAUFPS en #Cúcuta porque aun no le cuadra el promedio #Sarcasmo,1
"En Villabajo la coalición CUP, BILDU, PODEMOS, PSOE y ESTADO ISLÁMICO logran apartar al ""maldito fascista"" PP de la alcaldía. #Sarcasmo",1
Definitivamente no hay más ciego que el que no quiere ver #ironía,1
@_Maite24_ @federebecchi1 si hija k aburrimiento si no se me kedo en casa #ironia 😂😂,0
@RichardMoralesR @loscronistas No metio a jugar a Tareck y alli cayo en desgracia jajajaja #sarcasmo,1
#Ironía de un #triste #problema que tenemos por todo el #mundo con la #representación del #pueblo y nuestras #ideas. https://t.co/0Nf4SsnH1U,1
#James se quedo en el vestuario... #Sarcasmo,1
"Que va!
@INEMexico es una institución confiable como los parti2 políticos,TRIFE&amp; todo el proceso electoral #Sarcasmo https://t.co/mCORao9ZVJ",1
@ESPNCapitanes @joserra_espn @rafapuente_espn @LRZague @adelarosa_espn Siiii #suscribo le hacen falta mexicanos al futbol mexicano #Ironía,1
@AngeloChelo_ @LysandraBlack Acuerdate de pagarme los 100 que te di... Jajajajaja los necesito...! #chisteInterno #sarcasmo #ayvamos jajaja,1
"Hace un año México quedaba eliminado por un penal polémico al último minuto, ahora clasifican de esa forma #Ironia http://t.co/frni9L0C00",1
@EVIDEGARAY @jrsestaca como ven asi habra sido?? #Sarcasmo https://t.co/e6eZHmor54,1
"El 45% de los pensionistas de #Grecia vive con pensión inferior al umbral de pobreza: menos de 700 euros
Un escándalo, lo de Tsipras #ironía",1
Desde cuando tiene mas derecho un animal que una multinacional  #ApagonVayaFauna #sarcasmo,1
Qué #ironía voy a revisar la sección sobre #distraimiento y en vez de eso veo videos de caídas y así,1
"Jon snow sera pariente del gran Aldous Snow??
#Ironia 
(No veo GoT)
#NoSabiaQuienEraJonSnowTuveQueGooglearlo http://t.co/ragjnwRL95",1
Y hablando de TVE.. cancelan el programa de Buruaga por su pésima audiencia. Que sorpresa? #ironia http://t.co/ud6HkaZ3j6,1
Alguien sabe qué se puede ver en la tele...??  #ironía #tostón,1
@juancandradecr @Laprensalibrecr como la 27 👏👏👏 #Sarcasmo,1
#Ironía  es que el gobierno del PP haga un anuncio para que no defraudemos a hacienda.,1
"@antrubue haces bien en especificar la #ironia, no sea caso que  @jacintopo no lo pille // @GiveMeAP @norcoreano",1
Aquí pes con cialegu66 chorreadas 👯 #NoFilter #green #nature #verde #zhukulento #f4f #l4l 😂 #sarcasmo https://t.co/cugyiZruF0,1
@Raons_Indepe @tonialba A lo mejor si los d Manos Limpias s enteran s querellan por apología del franquismo!! #ironia,1
"@carlesenric @enoticiescat 
#ironía 
(A veces debería indicarlo)
Saludos",0
Qué poca madre @viajaVolaris #Facebook  https://t.co/HmKzhFQo1L,1
@malditaternura @geralmeli11 no comprendes a Beto. En su 2do tweet te ha querido explicar que ser gay y ser cholo no es una opción #sarcasmo,1
"@33rafalopez siempre hay gente q no se posiciona, sea el tema q sea, no quiero líos, yo quiero llevarme bien con todos... dicen #ironía",1
"@_Deth__ halaaa, como te atreves a desafiar al todopoderoso conocimiento de internet? #Herejeeeee #sarcasmo",1
@PaulBeltranU @jbcraig @PalacioEmilio La pregunta es...cuando dice el pasado no volverá...se refiere a los forajidos? #ironia,1
Su pobreza es su mayor riqueza...  Pero en efecto el daño colateral a ese circulo vicioso solo se ve reflejado en su población pobre #ironía,1
"Y me dicen que miento cuando el vomitar, no genera un progreso físico... #Ironía https://t.co/1wTyGy0shq",1
"Hoy es un día triste para mi, porque me doy cuenta que @emuyshondt me ha bloqueado. #Sarcasmo Piensa que soy troll. http://t.co/fGXoOqBUR3",1
"SORPRESÓN: Dishonored 2!!

#ironía",1
@werevertumorro Criticando a la televisora de competencia ¿no? Vendido! #Sarcasmo,1
#ironía es q te pongan un reclamación por ofrecer pocas patatas fritas en una semana (=2 veces) #dn_sns_ya #indignacionmaxima,1
"Bien dicen que las malas mañas se pegan, los jugadores de @miseleccionmx se a piojaron #MientoComoRecord #sarcasmo",0
Però el LUD no obrirà un procés de venda per a triar qui pague més? La fundació a qui pertany no és també pública?  On s'ha vist! #ironia,1
@ballenafeliz Lo leo como #Sarcasmo 😂😂😂,1
"@andyull87 @ttiblo @ntnolmo no es una guerra @HoseMartinez, es la forma cariñosa como vasco de arreglar las cosas, con mucho tacto 😂 #ironía",1
Me encanta la gente que se la da de tolerante y que pide respeto por sus gustos y creencias pero insulta los de los demás #ironia,1
@cosmicJunkBot jajajaja indica #sarcasmo,1
"Si me odias sin conocerme, ven te invito a conocerme para que me odies mas :v #Sarcasmo",1
Hay cosas ante las cuales no se puede mas que sonreír #sarcasmo #ayaja,1
"Estoy sorprendido de la revelación de la gente que dice que hace frío, frío donde ? #Ironia",1
@MetroCDMX La primera hora de servicio y ya presentan fallas.Parece broma #sarcasmo,1
"#SVDebateFinal otra oportunidad a Suhaila a supervivientes 16, a la tercera va la vencida #ironia jajaj",1
"#Ironia ""Y es que es absurdo estando enamorados, que triste amor estar asi de separados..."" #CamaIncendiada #Maná @manaoficial",1
"@nereacaceres99 @estersinh3 A nosotras? Sorprendernos que Ester nos etiquete junto a su Madre, amigos.. Como pilar suyo? Noo que vaa #ironía",1
".@PSOE_RM se empeña en pedir transparencia y lo llaman BRONCA. Nuevos tiempos políticos, parece ser. #ironia http://t.co/ybx47QG9Vy",1
El #sarcasmo te hace más #creativo http://t.co/tWm8SBCGke #carloco,1
#ENERGÍA | Ayudando a la sociedad -&gt; España mantiene el cobro de peaje para el autoconsumo energético #Ironía http://t.co/Gk57onSGvR,1
"nueva propuesta de C's , carnet por puntos para vivir https://t.co/NjKNBI9e3X #ironia grandes DCD riendose de todos #YoVoyConRita #Zapata",1
"@VILLALVAZO13 @acervantes_  es americanista, se esperan esas cosas. Solos se justifican. #SinOfender #Sarcasmo",1
"En #Ecuador los criminales son periodistas y empresarios. Y el Gobierno Nacional es como La iglesia Católica. 
#Sarcasmo.",0
"@DavidLatios Y una mierda, también #ironia",0
"@joseyo1974 tienes razón, Jajajaja, quizás se me olvidó poner lo de #ironía",0
Otra vaina mas pana es una geba pero que no abra la boca. #sarcasmo https://t.co/za5KLQ4MLt,1
Como cuando piensas que el que te súper cagaba en tiempos de prepa ahora se podrían entender súper bien! #VuelasDeLaVida #Ironía,1
"A veces pienso que soy masoca, de vez en cuando, solo a veces #ironia",1
"@gonzalezestevez @RichardR_1 si, faltó agregarle la etiqueta #sarcasmo",0
"@JohanVsVaro jajaja buscando hielo !!! Ya estamos en la ""fiesta"" ... Qué cantidad de gente... #ironía ! Eres de Huelva ? 😱",1
Pos eu non sei si lle pitarian máis a Luis Figo a primeira vez que foi o Nou Cam (cacanou) que o Himno!!! Jajajjaj #NoEsFácil #Ironía,1
"Sr. Torres, Excelentísimo alcalde pp Granada... El contexto era la ola de calor... Pero ya ha dimitido ¿no? #ironia https://t.co/EX5iWn1Hvc",1
Gente que se fija más en el físico de una persona cuando ellos están más feos que la chingada jajaja #Ironía,1
@CarmeluSanchez Para qué estudiar los reinos cristianos? Si total... #Ironía ;),0
"Y que lo digas...¡que horror! Y si encima hacen obras en tu edificio,nada mejor pa despertarse de buen humor #ironia https://t.co/o7KOpb5lQ3",1
"@ZuriFluri peligro tu? Un fin de semana y encima tu cumple? No, que va #sarcasmo Tu tienes peligro CUALQUIER fin de semana",1
No Podes Ser Tan Copion #Amego Osea Busca Tu Estilo Y Tu Grupo Con Quien Estar Ahh Y Gracias Por Abrirme La Puerta #Sarcasmo,1
"Un alt percentatge d'indecisos que: 
1) Encara no han decidit a qui votar
2) Encara no han decidit si anar a votar
#ironia Però hi ha partit",1
"El #sarcasmo te hace más #creativo

#Salud 
http://t.co/YexrXTJvH3 http://t.co/Yr2CiLOJBf",1
"#e3MeriStation #3FuturoEnPS4 la web de Shenmue se cae, me da que a la gente no le ha gustado #Ironia #SaveShenmue",1
"Oh! El mundo es más grande de lo que a veces parece, pero con suerte, siempre podremos hacernos la vida un poco más difícil cada vez #Ironía",1
"Jajjajaja capilla,perdona,pero una viola en mis manos y será alimento de dioses.
#Ironia https://t.co/nmYNUWBREv",1
¿¿En serio?? 😮😮 Qué rarísimo!!!!! Con lo comprometido social y humanitariamente que es Don Amancio Ortega #Sarcasmo https://t.co/eyGSdOqinn,1
Tampoco os paseis ahora todos a la vez no eh #Ironia,1
@ClaudioXGG @CarlosLoret @EChuayffet @CNTEMX Alguien evalúe urgente a maestros para que esto cambie!!!  #sarcasmo http://t.co/VzTAPWnLms,1
@aneelisasv @isaa96_ Ponys que atacan? Nunca habia oido eso... #ironía 😂😂😂,1
Y encima va el cachondo de Antonio José y después pasa de la puta cara de Marcos.Eso es saber ganar. #sarcasmo #LaVozFinal #marcosganador,1
"@CHRISMORAJ Es joda, #Sarcasmo",1
"El fin de semana va iniciando.!! 
#ironia",1
#Ironia: Aún y a pesar de la multiplicación exponencial de medios de comunicación.¿Realmente hoy estamos mejor informados que hace 100 años?,1
@dejamehablar13 Hipocresía y puritanismo en Internet/RRSS y mas en el país de las libertades! #ironía #merica,1
"Si @FNFFranco dejaron salir al abuelo de @PabloCasado_ , ¡¡¡tan rojo no sería!!! #PabloCasadoDimision #sarcasmo",0
Es inaceptable que el Señor de la moral y las buenas costumbres sea detenido por supuesto abuso sexual #FreeJustoOrozco #sarcasmo,1
"Me tiro del techo y hago 5000 mortales en el aire 👉👈
#sarcasmo",1
"@naroa_vaquerizo jajajajaja es verdad, es una chica que padece de sonambulismo #ironia",1
@maximus_51 @VoceroPR siento #Sarcasmo....,1
@OptimistaAzul Es que los de la aldeanona tenemos un complejo de inferioridad que no podemos con él. #Ironia,1
"buscar cada día ese detalle que lo convierta en especial, busca ese instante que tranforme tu sonrisa en un recuerdo. Quiérete más.#sarcasmo",1
igual a PoliNagua no? #Sarcasmo https://t.co/IPcADT0mgw,1
"La autocrítica es de IU, como la culpa, siempre de IU. #Ironía",1
Pedro Sánchez culpa hoy a Rajoy porque ha encendido en su casa la Nespresso y no ha aparecido George Clooney #ironía #ridículo #sumaysigue,1
"#sarcasmo, Dolar a 500, muerte, escasez, presidente de 2 nacionalidades violando la CONSTITUCION y los militare$?
Bien gracia$
@GenPenaloza",1
#Sarcasmo a mil 😓😓😓,0
@Acevedismos jejeje a mi en cambio me dicen que tengo mal la tarjeta y que meta los datos para reactivarla...Qué mala pata! #Ironía #Phising,1
tanto #sarcasmo me va a #engordar,1
"Si alzarnos en armas, es motivo para ""defender nuestros ideales"", volvamos guerrilleros, al final, nos darán lo que pidamos... #sarcasmo",1
"Excepto el tipo de la OEA,  la migración,  la bla, bla, bla, bla..... #sarcasmo   https://t.co/nRQuiminnD",1
La vida es demasiado corta como para desatar el nudo de la bolsa. #Frases. #chiste #sarcasmo,1
artículo 380 del Código Penal=igual para todos. Como el resto. #pasitoshacialaigualdad #ironia  https://t.co/LlcEJ4sZZV,1
"Ahí, dando información relevante, con un 0,7 escrutado. #ironia https://t.co/mI9Tpxva4Q",1
"Si els dos calbs que obren i tanquen llista ens han de portar la mateixa sort que el de la Loteria, anem fins... #Ironia #TotPelProcès! #27S",1
"Qué les llena pararse al lado de un carro y tomarse una foto?? No sé, los bolsillos de plata, quizá?? #sarcasmo",1
"Tenés que ser soberbio, maleducado, andar bañado en oro, tomar merca, rodeado de gatos. Eso es un idolo en Argentina. #SinMessi #Ironia",1
Me encanta la negra @CFKArgentina logró una Argentina para argentin@s en todos estos años y recién le reconocen su trabajo #IRONIA #ÉLYELLA,1
@Negan_D mas bien #Sarcasmo,1
"@eileen_zm @ER_FISIQUITO ¿Apuestas a que cuando se van a besar y a declarse, se acaba? Las veo, las veo ¡Vaya cliffhanger! #sarcasmo",1
@osolano07 @eloriginal0007 ah mae que es Cartago la hicieron así porque no hay canales. #sarcasmo,1
"#PrometoYaNo usar el #sarcasmo ,
No eso es imposible. 
Uso el sarcasmo porque matar es ilegal.",1
"Per cert, imagino riuades de gent pels carrers de Lugo celebrant l'empat. I la televisió local fent reportatges i seguiment. #ironia",1
"@abogado_caselin jajajaja jajajaja y x eso sale una barbie desde el inicio,  para ustedes nuestro cuerpo es un juguete #sarcasmo",1
"#Sarcasmo #NivelPatria #LaCrudaVerdad...
#CDSM con este gobierno!... 😵😱 http://t.co/lbxzdmVpyU",1
@09Lucy no te creo #sarcasmo http://t.co/ToPz7JZ9Hq,1
"Abrumado por los mensajes de repulsa contra el franquismo por parte de @CiudadanosCs. Sí, son el ""cambio sensato"".

#Ironía #18JYoCondeno",1
😂😂😂😂😂😂😂 ahuevo  https://t.co/OKwbSaUdfN,1
Notese la #ironia,0
"Poner los Ht #IroníaOn, #No, #Sarcasmo, lo hacéis por que pensáis que somos gilineurales, ¿verdad? que si no los ponéis no lo pillamos, ¿no?",0
Iker Casillas y Sergio Ramos - Kiko Casilla y Garay ¡Muy bien eeeeh os estais luciendo! #Ironia,1
"Durani: Element químico-polític, altament contaminant, usat per a produïr energia antiprocés. #ironia #diccionara",1
Entre otras cosas...  #frases #mujeres #sarcasmo #facebook http://t.co/87tovULEJx,1
Argentina sufrió para llegar a la final #Sarcasmo,1
"Pinche Piojo mediocre!!!
@Cruz_Azul_FC contraten a ese pendejo!! Seguro vendrán éxitos!!
#Sarcasmo",1
@IsNinna_Bitches wow unas venas jamás habia visto unas #Sarcasmo . Si eres enfermera acabaras hasta los 🍳 de las venas 😂😂,1
"Siguiente Tanda en #RadioManá
#Ironia
#SiNoTeHubierasIdo
#OyeMiAmor
#HundidoEnUnRincón
#ClavadoEnUnBar
#Electrizado",1
"@kenr113 jamás, el #sarcasmo es de lo mejor que tiene el ser humano... Lástima que hoy no lo he usado.",1
"Empezamos dpm Julio, guay. Je je #Ironía #BienvenidoJulio",1
@juleneiriarte qué le quiten el registro? #sarcasmo,1
@J_Glez_cyc @MegaTDT 90? pero si en los 12 del patibulo tenia ya cara jajajaja #ironia,1
Nos han caído dos gotas mal contadas hoy entrenando. Verídico ☔️ #Ironía,1
Leyendo comentarios en #RRSS de convencidos neoliberales dudo mucho que entiendan la #ironía como recurso literario https://t.co/i0PjLheyuv,1
Jajaja esos tipos que se avientan un libro en Facebook diciendo que si quieren ver un cambio social dejen de publicar en las redes #ironía,1
Pues tirada en ct sin salir. #queraro.#ironia.,1
Estamos sin luz 😱 tan fuerte fue el temporal anoche? #sarcasmo,1
"Bueno a lo hecho pecho, no se si ser lo contrario será solución, pero mucho tiempo no fui quien debi y hoy el serlo no sirve de na #Ironia 😓",1
Diferencia de la despedida de Pedroche con Charo y Aitor VS @loreabakero y @AngelMPExpress a eso lo llamo yo ser imparcial #IRONIA,1
"#Sarcasmo

""Encontrarla en este mundo me será tan difícil, para ello necesitaré de la ayuda de un buen microscopio"" :D

Buenas Noches!!",1
"Que la resurrección de quien? Nos la pela freezer XD 
Sayayin: nivel virgen #sarcasmo http://t.co/aOGOTGQk2t",1
"Si tienen que avisar que lo que dijeron fue sarcasmo fallaron como sarcásticos.
#sarcasmo.",1
Igual que #JBalvin yo tampoco fui a #MissUSA2015 y no ire a #missuniverso como ¨Protesta contra #DonaldTrump ¨ ( #Sarcasmo ),1
